userID;animeID;rating;date
11035;5355;7;Jul 17, 2009
11036;8795;9;Oct 2, 2010
11037;22319;10;Mar 23, 2018
11038;35286;9;Jun 26, 2018
11038;8769;3;Jun 27, 2018
11039;2891;8;Apr 25, 2018
11039;6641;6;Apr 28, 2018
11039;20449;8;Aug 5, 2018
11039;4224;9;Dec 13, 2017
11039;23427;6;Dec 2, 2017
11039;23273;10;Dec 6, 2017
11039;9314;8;Dec 7, 2017
11039;24765;9;Jan 18, 2018
11039;36009;7;Jan 21, 2018
11039;35849;9;Jul 27, 2018
11039;36296;8;May 9, 2018
11039;8503;10;Nov 17, 2017
11039;35114;8;Nov 23, 2017
11039;33206;10;Nov 25, 2017
11039;20931;5;Nov 25, 2017
11040;30484;2;Sep 27, 2018
11041;31580;5;Jul 15, 2018
11042;29785;7;Apr 24, 2018
11042;34934;5;Sep 26, 2017
11042;35203;7;Sep 26, 2017
11042;34280;9;Sep 28, 2017
11042;33502;9;Sep 28, 2017
11043;23279;7;Aug 9, 2018
11044;28977;10;May 11, 2016
11044;1735;7;May 11, 2016
11045;11701;10;May 22, 2018
11045;226;8;May 22, 2018
11045;31964;10;May 22, 2018
11045;853;9;May 22, 2018
11046;32071;9;Feb 22, 2018
11047;356;10;Jul 16, 2017
11047;28701;10;Nov 3, 2017
11047;22297;10;Nov 3, 2017
11047;11741;10;Nov 3, 2017
11047;10087;10;Nov 3, 2017
11048;1535;9;May 10, 2016
11049;18857;8;Jan 9, 2014
11050;11077;8;Oct 12, 2012
11051;11111;6;Jan 13, 2018
11051;34599;9;Jan 18, 2018
11052;8074;8;Jul 21, 2010
11053;20057;8;Apr 19, 2014
11053;14741;9;Dec 13, 2012
11053;14227;8;Dec 24, 2012
11053;18245;8;Dec 29, 2013
11053;14527;9;Nov 27, 2012
11053;14199;8;Oct 21, 2012
11054;16201;9;Jul 31, 2018
11055;32281;10;Feb 10, 2017
11056;34798;8;Apr 17, 2018
11056;33352;10;Apr 24, 2018
11056;37517;8;Aug 21, 2018
11056;33988;7;Dec 28, 2017
11056;9989;9;Jul 19, 2018
11056;35078;9;Mar 29, 2018
11056;34599;10;May 1, 2018
11057;2730;6;Apr 22, 2016
11058;2357;7;Aug 27, 2015
11058;2852;6;Jun 6, 2015
11059;226;9;Feb 8, 2007
11060;20533;8;Apr 9, 2014
11060;9919;9;Mar 6, 2014
11060;18767;4;Mar 9, 2014
11061;16201;3;Aug 19, 2016
11062;28817;7;Sep 7, 2015
11063;26243;8;Aug 15, 2015
11064;17265;9;Apr 17, 2014
11064;12189;10;Feb 3, 2014
11065;31043;8;Apr 21, 2016
11065;232;7;Dec 12, 2017
11065;33263;7;Dec 13, 2017
11065;36038;7;Dec 14, 2017
11065;34572;5;Dec 26, 2017
11065;35076;5;Dec 26, 2017
11065;35788;7;Dec 26, 2017
11065;23755;7;Dec 3, 2017
11065;23987;6;Dec 4, 2017
11066;1735;10;Feb 21, 2013
11066;5114;10;Feb 21, 2013
11067;427;8;Jul 28, 2017
11068;6033;4;Feb 4, 2012
11068;65;8;Feb 4, 2012
11069;4550;10;Jan 10, 2009
11069;5680;10;Jun 11, 2009
11069;4224;9;Oct 26, 2008
11069;2001;7;Oct 30, 2008
11070;30694;10;Sep 27, 2016
11071;33487;6;Mar 27, 2017
11071;2129;3;Mar 29, 2017
11071;32105;9;Mar 31, 2017
11071;37450;10;Nov 16, 2018
11071;34280;5;Sep 12, 2017
11071;34881;10;Sep 14, 2017
11071;35203;6;Sep 18, 2017
11071;35507;9;Sep 27, 2017
11071;31952;9;Sep 29, 2017
11072;1250;6;Dec 6, 2009
11072;2418;8;Feb 5, 2009
11072;405;9;Jul 19, 2007
11072;1559;9;Jul 19, 2007
11072;1576;9;Jul 20, 2007
11072;3322;7;Oct 28, 2008
11072;579;7;Sep 12, 2007
11072;845;7;Sep 13, 2007
11072;646;10;Sep 14, 2007
11073;32281;9;Oct 30, 2017
11074;532;6;Jan 26, 2014
11074;100;6;Jun 8, 2015
11074;15085;6;Jun 8, 2015
11075;22199;8;Dec 14, 2014
11075;35073;7;Feb 13, 2018
11075;32615;8;Jun 18, 2017
11075;25777;10;Jun 18, 2017
11075;34176;9;Jun 19, 2017
11075;37475;9;Nov 13, 2018
11075;15809;10;Nov 17, 2018
11075;37430;10;Nov 26, 2018
11075;34177;8;Oct 6, 2017
11075;35760;10;Sep 16, 2018
11075;31933;10;Sep 16, 2018
11075;30484;6;Sep 27, 2018
11076;5231;10;Nov 28, 2012
11077;6114;10;Aug 20, 2010
11078;877;10;Aug 2, 2016
11079;36038;6;Dec 15, 2017
11080;11757;7;Jul 11, 2013
11080;16201;10;Jun 7, 2013
11080;16524;9;May 24, 2013
11081;29089;7;Mar 14, 2017
11081;20787;9;Mar 14, 2017
11082;31121;6;Oct 14, 2016
11083;3784;7;May 27, 2010
11084;33840;9;Dec 14, 2017
11085;9041;9;Apr 2, 2011
11086;1778;6;Nov 24, 2018
11087;33286;10;Oct 27, 2018
11087;11785;4;Oct 27, 2018
11088;34152;2;Feb 3, 2017
11089;11757;4;Apr 21, 2013
11090;1571;10;Jun 28, 2017
11091;3927;10;Nov 3, 2016
11091;2581;9;Oct 20, 2016
11092;5114;10;Oct 8, 2017
11092;23273;10;Sep 9, 2017
11092;16498;9;Sep 9, 2017
11092;6702;9;Sep 9, 2017
11092;20;10;Sep 9, 2017
11093;1589;9;Apr 23, 2016
11093;3594;10;Dec 24, 2015
11093;29976;7;Dec 24, 2015
11093;32566;10;Feb 13, 2016
11094;6702;4;May 29, 2017
11095;10588;10;Jun 6, 2017
11096;4789;10;Oct 2, 2012
11097;14719;9;May 8, 2018
11098;1662;2;Oct 3, 2008
11099;32615;8;Aug 2, 2018
11099;36475;7;Aug 2, 2018
11100;10620;7;Feb 7, 2017
11101;35120;10;Jan 21, 2018
11101;31859;8;Jan 25, 2018
11102;34566;6;Jan 5, 2018
11102;35330;10;Mar 8, 2018
11103;5958;9;Dec 11, 2009
11103;777;9;Mar 14, 2010
11103;6336;10;Mar 14, 2010
11104;9756;10;Jul 17, 2013
11105;36124;2;Oct 3, 2018
11106;37450;9;Oct 28, 2018
11107;18229;8;Jan 5, 2014
11107;22319;8;Oct 6, 2014
11108;2158;9;Nov 15, 2008
11109;34933;8;Aug 13, 2017
11109;35507;9;Aug 8, 2017
11109;34012;6;Aug 8, 2017
11110;10620;7;Aug 21, 2014
11111;6880;3;Apr 4, 2014
11112;31812;3;Oct 31, 2018
11113;6324;7;Jul 12, 2013
11113;12445;8;Jul 26, 2013
11113;5680;7;Jun 18, 2013
11113;8074;8;Jun 19, 2013
11113;1546;8;Jun 22, 2013
11113;7088;5;Jun 24, 2013
11113;12291;7;Jun 30, 2013
11113;1575;8;Sep 15, 2013
11114;1604;10;Nov 1, 2011
11114;853;9;Nov 1, 2011
11115;249;7;Jan 18, 2013
11116;3448;7;Aug 5, 2010
11117;30749;5;Mar 28, 2016
11118;11757;6;May 11, 2013
11119;25731;6;Jul 12, 2015
11119;100;8;Sep 5, 2016
11120;11285;8;Feb 10, 2012
11121;15689;9;Jan 1, 2013
11122;23273;1;Nov 29, 2018
11123;32086;9;Apr 6, 2018
11123;32071;4;Apr 6, 2018
11123;1829;5;Apr 6, 2018
11123;1140;2;Apr 6, 2018
11123;54;5;Apr 7, 2018
11123;2746;3;Apr 7, 2018
11123;33926;6;Jul 2, 2017
11123;28211;7;May 13, 2016
11123;13125;7;May 25, 2017
11124;29301;8;Jun 13, 2016
11125;18137;10;Mar 1, 2016
11126;13659;5;Aug 18, 2014
11127;16870;1;Mar 15, 2016
11128;467;10;Feb 15, 2016
11128;21507;8;Feb 15, 2016
11128;12031;9;Mar 11, 2016
11128;18677;7;Mar 14, 2017
11128;10161;6;May 26, 2016
11128;34881;9;Nov 14, 2017
11128;31798;8;Nov 7, 2016
11129;1972;8;Nov 12, 2011
11129;5578;9;Nov 13, 2011
11130;889;9;Jul 31, 2013
11130;8142;10;Jul 9, 2013
11131;21;10;Jan 30, 2017
11132;33;10;Feb 28, 2016
11132;13125;10;Jan 7, 2015
11132;26;10;Nov 10, 2014
11132;437;10;Oct 2, 2014
11133;1530;7;Mar 1, 2014
11134;31964;8;Dec 8, 2016
11134;26351;4;Dec 8, 2016
11134;35376;6;Jan 1, 2018
11134;27387;5;Jan 13, 2018
11134;457;1;Jan 25, 2016
11134;24997;8;Mar 12, 2017
11134;28999;6;Mar 26, 2017
11134;31240;8;Nov 6, 2016
11134;28623;7;Oct 14, 2016
11135;1018;3;Mar 27, 2012
11135;256;9;May 16, 2012
11136;4087;9;Aug 1, 2013
11137;567;8;Apr 13, 2016
11137;227;6;Apr 22, 2016
11137;2904;3;Aug 3, 2016
11137;24439;5;Dec 8, 2015
11137;9941;4;Jan 6, 2018
11137;387;7;Nov 12, 2015
11137;13125;4;Nov 3, 2015
11137;9253;5;Nov 7, 2015
11137;136;8;Oct 16, 2018
11137;9756;7;Oct 31, 2015
11137;25835;7;Oct 31, 2015
11137;849;4;Oct 31, 2015
11137;31147;7;Oct 5, 2018
11138;14131;8;Oct 7, 2014
11139;1827;6;Oct 16, 2015
11140;790;9;Jun 19, 2013
11141;7110;3;Apr 21, 2014
11141;1639;4;Aug 16, 2013
11141;17265;8;Aug 7, 2018
11141;1216;4;Dec 21, 2013
11141;977;9;Dec 21, 2013
11141;1042;1;Dec 23, 2013
11141;741;6;Dec 5, 2013
11141;30346;9;Jun 4, 2016
11141;23333;6;Sep 22, 2014
11142;2001;10;Dec 27, 2014
11143;31405;9;Mar 22, 2018
11144;34392;6;Apr 23, 2017
11144;413;6;Feb 27, 2018
11144;32961;7;Jan 7, 2017
11144;32182;8;Mar 5, 2017
11144;31953;10;Nov 6, 2016
11144;16608;2;Oct 14, 2015
11144;13585;3;Oct 15, 2017
11144;33089;10;Oct 15, 2018
11144;32729;7;Oct 17, 2016
11144;10271;7;Oct 6, 2016
11144;30749;5;Sep 13, 2016
11144;22273;4;Sep 15, 2015
11144;3002;8;Sep 24, 2016
11145;32214;10;Sep 17, 2016
11146;880;8;Apr 21, 2008
11147;8476;9;Feb 5, 2017
11148;5341;9;Nov 25, 2018
11148;12431;10;Nov 27, 2018
11149;8525;8;Jul 7, 2013
11149;16397;4;Jul 7, 2013
11149;16706;8;Sep 23, 2013
11150;442;9;Nov 14, 2010
11150;891;7;Nov 4, 2010
11151;25159;4;Jun 23, 2016
11152;15039;10;Apr 7, 2014
11152;6547;9;Jun 1, 2010
11153;7025;7;Dec 27, 2011
11153;28647;7;Feb 16, 2015
11153;249;6;Jul 24, 2009
11153;22169;5;May 10, 2015
11153;33710;7;Nov 15, 2016
11153;31261;5;Nov 23, 2015
11153;439;3;Sep 18, 2008
11154;14289;7;Mar 8, 2014
11155;156;9;Aug 20, 2010
11155;6023;3;Dec 22, 2009
11155;958;7;Feb 23, 2010
11155;231;7;Jan 26, 2010
11155;2161;9;May 11, 2010
11155;4246;9;Nov 7, 2009
11155;3167;8;Nov 8, 2009
11155;6979;6;Oct 10, 2010
11155;885;6;Oct 23, 2010
11156;8769;10;Dec 23, 2017
11156;22265;7;Dec 23, 2017
11156;34382;10;Jul 28, 2018
11157;2476;2;Mar 22, 2009
11158;30652;8;Jan 20, 2017
11159;28223;8;Sep 29, 2015
11160;36266;6;May 14, 2018
11161;849;10;Jun 3, 2008
11162;3010;10;Aug 4, 2014
11163;21431;3;Jul 18, 2017
11164;37210;8;Nov 4, 2018
11165;16498;4;May 16, 2015
11166;21;1;Aug 12, 2016
11167;32245;1;Nov 6, 2018
11168;24175;10;Feb 4, 2016
11168;1003;10;Jun 13, 2015
11168;195;10;Jun 23, 2015
11168;8425;6;Oct 3, 2015
11168;18119;10;Sep 21, 2015
11169;1575;9;May 14, 2011
11169;2213;9;May 14, 2011
11169;68;9;May 14, 2011
11169;110;9;May 14, 2011
11169;2904;10;May 15, 2011
11170;5525;6;Jan 25, 2010
11170;6512;6;Mar 21, 2010
11170;3298;6;Mar 21, 2010
11170;1556;6;Oct 4, 2009
11171;35507;9;Aug 1, 2018
11172;10165;10;Aug 15, 2017
11173;15323;7;Jul 13, 2018
11174;11771;10;Nov 16, 2013
11175;6165;8;Jun 9, 2017
11175;4720;7;Jun 9, 2017
11175;28851;8;May 19, 2017
11175;17895;8;May 6, 2017
11176;20785;4;Jan 26, 2016
11177;34497;10;Mar 30, 2018
11178;17513;3;Jan 18, 2015
11179;5231;10;Sep 28, 2011
11180;8333;10;Jan 27, 2012
11181;17265;9;Aug 31, 2015
11181;24703;10;Jan 9, 2016
11182;1689;8;Oct 22, 2013
11183;5781;10;Jul 6, 2015
11183;11785;10;Jun 27, 2015
11184;11111;7;Aug 10, 2016
11184;30015;10;Aug 12, 2016
11184;33433;9;Dec 19, 2016
11184;1689;10;Dec 20, 2016
11184;33743;8;Jan 20, 2017
11184;29803;7;Jul 16, 2016
11184;15583;7;Jul 20, 2016
11184;22199;10;Jul 27, 2016
11184;6547;10;Jul 4, 2016
11184;28999;9;Jun 16, 2016
11184;9253;10;May 16, 2016
11185;1022;9;Dec 6, 2012
11185;7054;4;May 14, 2015
11185;1691;2;Sep 19, 2014
11186;4898;9;Nov 25, 2010
11187;21;8;Oct 10, 2016
11188;3457;10;Jul 7, 2011
11189;26441;9;Sep 5, 2015
11190;32979;8;Jan 22, 2017
11191;10397;7;Dec 25, 2011
11191;11553;8;Dec 26, 2011
11192;226;9;Jul 22, 2008
11192;934;10;Jul 22, 2008
11192;210;2;Jun 17, 2008
11192;20;4;Jun 17, 2008
11192;169;8;Jun 20, 2008
11192;2001;10;Jun 21, 2008
11192;2966;9;Jun 21, 2008
11192;358;9;Jun 22, 2008
11192;356;9;Jun 27, 2008
11192;72;10;Jun 27, 2008
11192;66;4;Jun 3, 2008
11192;276;8;Jun 3, 2008
11192;384;5;Jun 3, 2008
11192;801;10;Jun 3, 2008
11192;245;10;Jun 3, 2008
11192;2926;8;Sep 1, 2008
11193;34822;8;Nov 11, 2017
11194;1559;9;Jul 10, 2017
11195;23273;9;Apr 7, 2015
11195;9863;9;Nov 26, 2017
11196;9253;6;Feb 20, 2014
11196;18897;9;Jul 19, 2014
11196;22729;9;Sep 6, 2015
11197;21995;7;Nov 10, 2016
11197;4181;2;Nov 8, 2016
11198;2476;10;Jan 14, 2014
11199;8074;6;Aug 17, 2011
11200;249;9;Aug 23, 2009
11201;5114;10;Aug 15, 2014
11202;9213;8;Aug 22, 2016
11202;710;7;Jan 12, 2017
11203;25429;4;Apr 1, 2015
11203;24629;7;Apr 1, 2015
11203;74;6;Apr 1, 2015
11203;29511;7;Apr 4, 2015
11204;2476;4;May 17, 2013
11204;2251;9;May 25, 2013
11205;2476;5;May 4, 2011
11206;10162;9;Jul 10, 2011
11206;10278;8;Jul 10, 2011
11206;10110;6;Jul 9, 2011
11207;1735;6;Jan 25, 2013
11207;136;9;Jan 26, 2013
11207;33;9;Jan 29, 2013
11207;20;6;Jul 12, 2012
11207;199;10;Jun 26, 2012
11208;10490;4;Mar 24, 2014
11209;1917;8;Dec 3, 2007
11209;1916;9;Dec 4, 2007
11209;80;9;Feb 14, 2008
11209;2246;10;Nov 2, 2007
11209;2602;8;Nov 4, 2007
11209;813;8;Nov 6, 2007
11209;256;7;Nov 7, 2007
11209;2025;9;Nov 7, 2007
11209;770;9;Nov 8, 2007
11210;8074;7;Aug 2, 2016
11211;22297;10;Jul 1, 2015
11211;3269;6;Jul 12, 2015
11212;33051;9;Apr 2, 2017
11213;14813;6;Dec 26, 2017
11213;6702;6;Jan 23, 2013
11213;1482;6;Jun 24, 2013
11213;1238;10;Mar 31, 2013
11214;37141;3;Sep 21, 2018
11215;25429;2;Apr 7, 2015
11215;22199;7;Dec 15, 2014
11215;21881;8;Dec 20, 2014
11215;25159;7;Dec 22, 2014
11216;12431;9;Dec 26, 2015
11217;36475;4;Nov 15, 2018
11218;31163;9;Apr 16, 2016
11218;31710;7;Apr 16, 2016
11218;35062;8;Jan 15, 2018
11218;30385;4;Mar 10, 2016
11219;9253;10;Jul 26, 2015
11220;32086;10;Dec 13, 2017
11220;13171;8;Feb 2, 2018
11220;1210;4;Feb 3, 2018
11220;12477;6;Jan 25, 2018
11220;12431;9;Jul 27, 2017
11220;32948;10;Jul 28, 2017
11220;21743;10;Jun 15, 2017
11220;12815;10;Mar 3, 2018
11220;10216;5;Mar 3, 2018
11220;14467;8;Mar 9, 2018
11221;7724;3;May 25, 2013
11222;22877;7;Apr 13, 2015
11222;15565;2;Aug 18, 2014
11222;20709;7;Aug 31, 2015
11222;3503;6;Dec 15, 2014
11222;8525;6;Dec 3, 2014
11222;5680;6;Jan 23, 2015
11222;9922;7;Nov 21, 2014
11222;14131;8;Oct 10, 2014
11223;34658;8;Apr 24, 2018
11224;4181;10;Dec 28, 2014
11225;32935;10;Aug 30, 2018
11225;28891;10;Aug 30, 2018
11225;20583;10;Aug 30, 2018
11225;31964;10;Aug 31, 2018
11225;8986;9;Sep 5, 2018
11226;34914;8;Feb 18, 2018
11226;22535;8;Sep 30, 2017
11227;407;6;Jun 22, 2009
11228;9924;7;Apr 14, 2016
11229;16742;8;Aug 18, 2014
11230;17513;4;Jun 25, 2015
11230;21085;8;Jun 25, 2015
11230;28677;9;Jun 28, 2015
11230;12883;9;Mar 6, 2016
11231;48;10;Oct 9, 2011
11232;18229;7;Sep 28, 2013
11233;226;9;Oct 21, 2012
11234;11633;6;Jun 20, 2014
11234;4224;8;Jun 22, 2014
11235;1535;10;Oct 10, 2018
11235;24075;10;Sep 12, 2018
11235;18767;10;Sep 12, 2018
11235;34866;10;Sep 12, 2018
11235;3972;10;Sep 12, 2018
11236;6166;5;Oct 30, 2016
11236;13367;7;Sep 26, 2016
11237;788;1;Oct 27, 2013
11238;227;10;Dec 22, 2013
11238;10793;10;Feb 18, 2012
11238;12487;10;Oct 2, 2012
11238;10357;9;Sep 17, 2012
11239;1530;8;Dec 18, 2012
11239;6702;9;Jul 13, 2012
11239;5060;8;Jun 12, 2012
11239;853;8;Jun 16, 2012
11239;4752;9;Jun 17, 2010
11239;3457;8;Jun 17, 2010
11239;122;10;Jun 17, 2010
11239;120;8;Jun 17, 2010
11239;61;7;Jun 18, 2010
11239;100;8;Jun 23, 2010
11239;34599;9;Nov 12, 2017
11239;16009;9;Oct 21, 2013
11239;3731;6;Oct 8, 2017
11240;31680;6;Mar 19, 2017
11240;20689;6;Mar 30, 2014
11241;33486;10;Apr 8, 2018
11242;32438;5;Aug 11, 2016
11242;121;6;Aug 9, 2016
11242;25241;6;Dec 25, 2014
11242;22199;4;Feb 25, 2015
11242;11111;7;Mar 31, 2015
11243;35203;6;Oct 2, 2017
11244;36475;6;Jul 7, 2018
11244;634;9;Jul 7, 2018
11245;34028;7;Feb 9, 2017
11246;101;10;Aug 11, 2010
11246;202;10;Jul 16, 2010
11246;6634;10;Jul 27, 2010
11247;35075;9;Dec 16, 2017
11247;34451;8;Dec 31, 2017
11247;2602;10;Jun 25, 2018
11247;36513;6;Jun 27, 2018
11247;37388;4;Oct 20, 2018
11247;37458;9;Sep 10, 2018
11247;33966;6;Sep 9, 2018
11247;35834;8;Sep 9, 2018
11248;1655;8;Jun 4, 2008
11249;34566;7;Jul 19, 2017
11250;6746;10;Aug 2, 2015
11250;15809;9;Aug 7, 2015
11250;11887;10;Aug 8, 2015
11250;31859;10;Jul 29, 2016
11250;19775;5;Jul 29, 2016
11251;35968;9;May 19, 2018
11251;24997;8;May 20, 2018
11251;33352;9;May 21, 2018
11251;33489;8;May 22, 2018
11252;2001;7;Jan 22, 2016
11253;36873;9;Aug 27, 2018
11254;35073;5;Mar 16, 2018
11255;13601;7;May 23, 2018
11255;36563;7;May 25, 2018
11256;23283;8;Dec 6, 2015
11257;34383;3;Dec 28, 2017
11258;10330;8;Jul 25, 2011
11259;3167;2;Dec 18, 2016
11260;251;7;Apr 28, 2015
11261;1261;8;Apr 15, 2008
11261;1450;6;Apr 15, 2008
11261;371;8;Apr 15, 2008
11261;232;8;Apr 15, 2008
11262;5084;8;Aug 6, 2014
11263;877;10;Jan 29, 2014
11264;22101;9;Aug 15, 2014
11264;35076;4;Dec 30, 2017
11264;6547;9;Feb 22, 2013
11264;32105;5;Jun 5, 2016
11264;17549;9;Mar 21, 2014
11264;17729;8;May 8, 2015
11264;16009;8;May 9, 2015
11265;22043;8;Dec 12, 2014
11266;28297;9;Feb 9, 2016
11266;12291;7;Sep 10, 2014
11266;1946;10;Sep 11, 2014
11267;12461;5;Jul 22, 2012
11268;1723;4;Mar 22, 2013
11269;31904;1;Aug 3, 2017
11270;3287;10;Jan 6, 2015
11271;25241;8;Apr 18, 2018
11272;34281;6;May 23, 2018
11273;1735;9;Sep 4, 2015
11274;32899;5;Feb 1, 2018
11274;14289;3;Jun 25, 2018
11275;28999;10;Jan 27, 2016
11275;329;5;Mar 15, 2017
11276;10161;10;Mar 1, 2018
11277;35062;6;Apr 4, 2018
11277;32729;8;Aug 3, 2018
11277;9065;9;Jan 9, 2018
11277;34712;6;Mar 9, 2018
11277;36098;7;Oct 18, 2018
11278;1535;10;Jan 21, 2008
11279;22835;8;Jul 29, 2017
11280;2719;1;Mar 1, 2017
11281;35079;8;Feb 17, 2018
11281;34572;7;Feb 17, 2018
11282;18893;9;Dec 30, 2013
11283;24833;10;Jan 17, 2018
11284;16528;10;Feb 17, 2014
11285;51;8;Aug 19, 2008
11285;2417;8;Jul 28, 2008
11285;3456;7;Jul 30, 2008
11286;33486;9;Jul 12, 2017
11287;1516;5;Feb 18, 2008
11288;35180;9;Sep 4, 2018
11289;9656;5;Jun 20, 2012
11289;7674;8;Jun 21, 2012
11289;877;8;Jun 23, 2012
11290;16498;9;Apr 11, 2017
11290;170;9;Apr 14, 2017
11290;7724;9;Jan 17, 2017
11290;32281;9;Jan 17, 2017
11290;249;10;Jan 17, 2017
11290;1689;7;Jan 17, 2017
11290;21995;9;Jan 17, 2017
11290;934;3;Jan 17, 2017
11290;28735;10;Mar 11, 2017
11290;4081;6;Mar 21, 2017
11291;11703;8;Jun 16, 2013
11292;11597;10;Apr 4, 2018
11292;21085;6;Aug 19, 2018
11292;10396;5;Aug 29, 2018
11292;35849;3;Jul 8, 2018
11292;10165;10;May 28, 2017
11292;30123;5;Oct 15, 2017
11292;13535;9;Oct 16, 2017
11292;11843;9;Oct 28, 2017
11292;853;5;Oct 3, 2017
11292;20031;8;Oct 3, 2017
11292;30721;8;Oct 4, 2017
11292;30831;5;Oct 5, 2017
11292;36214;5;Sep 14, 2018
11292;35983;5;Sep 22, 2018
11293;1105;6;Feb 2, 2013
11294;18679;4;Jan 9, 2015
11294;24833;7;Jul 11, 2015
11295;14277;8;Jul 9, 2012
11295;9926;10;Jun 16, 2012
11296;2923;10;Apr 18, 2009
11296;2594;8;Jul 3, 2011
11297;4060;7;Apr 14, 2011
11297;3092;8;Aug 16, 2009
11298;20583;9;Nov 16, 2014
11298;2112;4;Oct 15, 2014
11298;18179;8;Oct 2, 2014
11299;27833;10;Feb 14, 2018
11299;6746;8;Feb 4, 2018
11299;17895;6;Mar 7, 2017
11300;35120;6;Jan 21, 2018
11301;916;7;Jul 31, 2010
11302;32648;9;Dec 6, 2016
11303;104;10;Sep 18, 2014
11304;10620;5;Mar 31, 2015
11305;32171;3;Oct 23, 2016
11306;3420;9;Oct 7, 2010
11307;1818;10;Jun 17, 2013
11308;1818;10;Jun 17, 2013
11309;30736;1;Aug 19, 2017
11309;34577;6;Mar 14, 2018
11310;28907;5;Jan 3, 2016
11310;9253;10;Jun 18, 2015
11311;23673;6;Jun 13, 2016
11311;7817;10;Jun 13, 2016
11311;9989;9;Jun 17, 2016
11311;4181;10;Jun 27, 2016
11311;10110;5;Jun 28, 2016
11311;59;8;May 18, 2016
11311;4722;9;May 18, 2016
11312;5984;7;Dec 14, 2016
11312;15085;2;Dec 14, 2016
11313;30015;8;Aug 15, 2016
11314;348;6;Aug 29, 2008
11315;73;8;Jan 31, 2013
11316;1535;9;Jul 1, 2015
11317;6512;7;Dec 18, 2009
11317;6023;4;Dec 23, 2009
11317;6712;7;Dec 30, 2009
11318;4975;3;Jan 1, 2012
11319;6880;10;Nov 19, 2016
11320;2129;9;Apr 8, 2012
11320;19;10;Apr 8, 2012
11321;19221;8;Jan 10, 2017
11322;813;8;Jan 15, 2015
11322;22;5;Jan 16, 2015
11323;877;10;Mar 10, 2018
11324;4884;3;Apr 2, 2017
11325;33352;10;Apr 9, 2018
11325;918;10;Mar 31, 2018
11326;12355;3;Apr 23, 2017
11326;14289;3;Feb 2, 2017
11327;2154;10;Sep 22, 2017
11328;2001;9;Jul 27, 2017
11329;15037;7;Apr 5, 2014
11329;777;9;Oct 20, 2014
11329;392;9;Oct 6, 2014
11330;4192;9;May 2, 2009
11331;10620;10;Jan 3, 2015
11332;6746;10;Feb 18, 2015
11333;8769;9;Nov 1, 2012
11334;25835;10;Jun 27, 2015
11335;5081;9;May 13, 2018
11336;33352;9;Apr 8, 2018
11336;11061;9;Jul 22, 2017
11337;1281;6;Jun 17, 2010
11337;5060;3;Jun 18, 2010
11338;6203;7;Apr 1, 2010
11338;21881;6;Aug 5, 2016
11339;11179;7;May 20, 2017
11340;942;8;Aug 14, 2007
11340;440;10;Aug 14, 2007
11341;16498;7;Aug 9, 2014
11342;18055;5;Nov 18, 2015
11343;22199;7;Feb 5, 2018
11343;19;10;Mar 10, 2017
11343;6166;7;Mar 10, 2017
11343;31338;5;Mar 11, 2017
11343;433;8;Mar 13, 2017
11343;14513;8;Mar 16, 2017
11343;31765;9;Mar 18, 2017
11343;18115;8;Mar 19, 2017
11343;31741;7;Mar 26, 2017
11343;31580;7;Mar 5, 2017
11343;31043;8;Mar 7, 2017
11343;10800;9;Nov 12, 2017
11343;37259;6;Nov 4, 2018
11343;877;10;Oct 21, 2017
11344;9253;10;Feb 15, 2016
11344;23283;10;Feb 19, 2016
11345;30383;9;Sep 8, 2018
11346;21273;8;Jun 18, 2016
11346;31737;6;Jun 18, 2016
11346;19365;9;Jun 18, 2016
11346;3840;7;Jun 18, 2016
11346;31338;7;Jun 18, 2016
11346;10396;7;Jun 19, 2016
11346;20785;8;Jun 30, 2016
11346;10456;5;Jun 30, 2016
11347;14921;5;Jun 23, 2015
11348;418;4;Dec 29, 2016
11349;2796;6;Sep 5, 2009
11350;1689;9;Dec 27, 2010
11351;36027;2;Apr 10, 2018
11352;16894;9;Oct 10, 2014
11353;2986;9;Apr 18, 2009
11354;36296;8;May 22, 2018
11355;30694;10;Jun 26, 2016
11356;13655;8;Nov 18, 2012
11357;226;9;Aug 4, 2017
11358;8449;7;Nov 5, 2016
11359;2904;10;Apr 26, 2014
11359;4181;10;Jun 6, 2014
11360;8074;8;Oct 18, 2010
11361;627;10;Feb 13, 2010
11361;4155;10;Jul 25, 2010
11362;30276;7;Aug 4, 2017
11362;25397;4;Aug 4, 2017
11363;889;7;Dec 9, 2015
11363;1818;7;Oct 18, 2015
11363;6;10;Oct 27, 2015
11363;11061;8;Oct 9, 2015
11363;563;6;Oct 9, 2015
11364;34984;7;Mar 29, 2018
11365;21843;10;Jan 30, 2015
11365;14713;9;Jan 30, 2015
11366;16498;7;Aug 23, 2015
11366;4214;7;Aug 24, 2015
11367;813;8;Apr 4, 2011
11368;21507;9;Jul 20, 2015
11368;6205;8;Mar 5, 2015
11369;8795;10;Apr 15, 2015
11369;15583;9;Dec 21, 2017
11369;16498;7;Dec 24, 2017
11369;19815;10;Dec 24, 2017
11369;10620;8;Jan 1, 2018
11369;16762;5;Jan 18, 2018
11370;3220;9;Aug 9, 2016
11371;3349;8;May 25, 2010
11372;1735;7;Feb 16, 2009
11373;71;8;Dec 1, 2008
11373;165;6;Dec 12, 2008
